filename,title,author,licence,source
Ceriops_tagal_17.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48149774096).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48149774096).jpg
Ceriops_tagal_18.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48149856662).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48149856662).jpg
Ceriops_tagal_19.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48149859877).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48149859877).jpg
Ceriops_tagal_20.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48149860337).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48149860337).jpg
Ceriops_tagal_21.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48149860742).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48149860742).jpg
Ceriops_tagal_22.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48149862312).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48149862312).jpg
Ceriops_tagal_23.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (48150394206).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(48150394206).jpg
Ceriops_tagal_24.jpg,File:Ceriops tagal (Perr.) C.B.Rob. (49550935988).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Ceriops_tagal_(Perr.)_C.B.Rob._(49550935988).jpg
Rhizophora_mucronata_25.jpg,"File:Parque nacional de la Bahía Jozani Chwaka, Zanzíbar, Tanzania, 2024-06-02, DD 29.jpg",Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Parque_nacional_de_la_Bah%C3%ADa_Jozani_Chwaka,_Zanz%C3%ADbar,_Tanzania,_2024-06-02,_DD_29.jpg"
Rhizophora_mucronata_26.jpg,"File:Parque nacional de la Bahía Jozani Chwaka, Zanzíbar, Tanzania, 2024-06-02, DD 30.jpg",Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Parque_nacional_de_la_Bah%C3%ADa_Jozani_Chwaka,_Zanz%C3%ADbar,_Tanzania,_2024-06-02,_DD_30.jpg"
Rhizophora_mucronata_27.jpg,"File:Parque nacional de la Bahía Jozani Chwaka, Zanzíbar, Tanzania, 2024-06-02, DD 31.jpg",Diego Delso,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Parque_nacional_de_la_Bah%C3%ADa_Jozani_Chwaka,_Zanz%C3%ADbar,_Tanzania,_2024-06-02,_DD_31.jpg"
Rhizophora_mucronata_28.jpg,File:9861National Museum of Natural History Manila 27.jpg,Judgefloro,CC0,https://commons.wikimedia.org/wiki/File:9861National_Museum_of_Natural_History_Manila_27.jpg
Rhizophora_mucronata_29.jpg,File:9861National Museum of Natural History Manila 28.jpg,Judgefloro,CC0,https://commons.wikimedia.org/wiki/File:9861National_Museum_of_Natural_History_Manila_28.jpg
Rhizophora_mucronata_30.jpg,File:9861National Museum of Natural History Manila 47.jpg,Judgefloro,CC0,https://commons.wikimedia.org/wiki/File:9861National_Museum_of_Natural_History_Manila_47.jpg
Rhizophora_mucronata_31.jpg,File:Anish nellickal 10z .jpg,Anish nellickal,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Anish_nellickal_10z_.jpg
Rhizophora_mucronata_32.jpg,File:Bakauan babae (Rhizophora mucronata).jpg,A.C.T. Alejandre,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Bakauan_babae_(Rhizophora_mucronata).jpg
Rhizophora_mucronata_33.jpg,File:Flowers of Rhizophora mucronata in Kannur 00 53 54 694000.jpeg,Shagil Muzhappilangad,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Flowers_of_Rhizophora_mucronata_in_Kannur_00_53_54_694000.jpeg
Rhizophora_mucronata_34.jpg,File:Flowers of Rhizophora mucronata in Kannur.jpeg,Shagil Muzhappilangad,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Flowers_of_Rhizophora_mucronata_in_Kannur.jpeg
Rhizophora_mucronata_35.jpg,File:Indo-West Pacific Stilt Mangrove imported from iNaturalist photo 249073136 on 27 February 2024.jpg,no rights reserved,CC0,https://commons.wikimedia.org/wiki/File:Indo-West_Pacific_Stilt_Mangrove_imported_from_iNaturalist_photo_249073136_on_27_February_2024.jpg
Rhizophora_mucronata_36.jpg,File:Indo-West Pacific Stilt Mangrove imported from iNaturalist photo 249073146 on 27 February 2024.jpg,no rights reserved,CC0,https://commons.wikimedia.org/wiki/File:Indo-West_Pacific_Stilt_Mangrove_imported_from_iNaturalist_photo_249073146_on_27_February_2024.jpg
Sonneratia_alba_37.jpg,File:Sonneratia alba 06375.jpg,Vengolis,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Sonneratia_alba_06375.jpg
Sonneratia_alba_38.jpg,File:Sonneratia alba 1 (8348955883).jpg,Ton Rulkens from Mozambique,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Sonneratia_alba_1_(8348955883).jpg
Sonneratia_alba_39.jpg,File:Sonneratia alba 3 (8349980306).jpg,Ton Rulkens from Mozambique,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Sonneratia_alba_3_(8349980306).jpg
Sonneratia_alba_40.jpg,File:Chakkara-kantal (Malayalam- ചക്കരക്കണ്ടല്‍) (5508910555).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Chakkara-kantal_(Malayalam-_%E0%B4%9A%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%B0%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%A3%E0%B5%8D%E0%B4%9F%E0%B4%B2%E0%B5%8D%E2%80%8D)_(5508910555).jpg
Sonneratia_alba_41.jpg,File:Habitats (10.3897-zookeys.877.36698) Figure 17.jpg,"Dayrat B, Goulding TC, Khalil M, Comendador J, Ngô Xuân Q, Tan SK, Tan SH (2019)",CC BY 4.0,https://commons.wikimedia.org/wiki/File:Habitats_(10.3897-zookeys.877.36698)_Figure_17.jpg
Sonneratia_alba_42.jpg,File:Kandal05040.JPG,Vengolis,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Kandal05040.JPG
Sonneratia_alba_43.jpg,File:Karpu (Marath- कर्पु) (5509504024).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Karpu_(Marath-_%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AA%E0%A5%81)_(5509504024).jpg
Sonneratia_alba_44.jpg,"File:Mangroves at Muzhappilangad, Kannur, Kerala 00 (24).jpg",Shagil Kannur,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Mangroves_at_Muzhappilangad,_Kannur,_Kerala_00_(24).jpg"
Sonneratia_alba_45.jpg,"File:Mangroves at Muzhappilangad, Kannur, Kerala 00 (25).jpg",Shagil Kannur,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Mangroves_at_Muzhappilangad,_Kannur,_Kerala_00_(25).jpg"
Sonneratia_alba_46.jpg,File:Nakshathra Kandal.jpg,Vengolis,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Nakshathra_Kandal.jpg
Sonneratia_alba_47.jpg,File:Orua (in Oriya) (6928099561).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Orua_(in_Oriya)_(6928099561).jpg
Sonneratia_alba_48.jpg,File:Sonne alba 110319-13602 Fl sagt.jpg,Wibowo Djatmiko (Wie146),CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Sonne_alba_110319-13602_Fl_sagt.jpg
Xylocarpus_granatum_49.jpg,File:Koko ya Mkomafi.jpg,Waynem2021,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Koko_ya_Mkomafi.jpg
Xylocarpus_granatum_50.jpg,File:Dhundul tree (23508758293).jpg,juggadery,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Dhundul_tree_(23508758293).jpg
Xylocarpus_granatum_51.jpg,File:Xyloc moluc 191103-2922 skd.jpg,Wibowo Djatmiko (Wie146),CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Xyloc_moluc_191103-2922_skd.jpg
Xylocarpus_granatum_52.jpg,File:Xyloc moluc 191103-2923 skd.jpg,Wibowo Djatmiko (Wie146),CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Xyloc_moluc_191103-2923_skd.jpg
Xylocarpus_granatum_53.jpg,File:Xyloc moluc 191103-2935 skd.jpg,Wibowo Djatmiko (Wie146),CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Xyloc_moluc_191103-2935_skd.jpg
Xylocarpus_granatum_54.jpg,File:Xylocarpus granatum (5929385514).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_(5929385514).jpg
Xylocarpus_granatum_55.jpg,File:Xylocarpus granatum (5929387514).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_(5929387514).jpg
Xylocarpus_granatum_56.jpg,File:Xylocarpus granatum (5929395924).jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_(5929395924).jpg
Xylocarpus_granatum_57.jpg,File:Xylocarpus granatum 185477671.jpg,Dana Lee Ling,CC0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_185477671.jpg
Xylocarpus_granatum_58.jpg,File:Xylocarpus granatum 185477682.jpg,Dana Lee Ling,CC0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_185477682.jpg
Xylocarpus_granatum_59.jpg,File:Xylocarpus granatum 185477717.jpg,Dana Lee Ling,CC0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_185477717.jpg
Xylocarpus_granatum_60.jpg,File:Xylocarpus granatum 185477727.jpg,Dana Lee Ling,CC0,https://commons.wikimedia.org/wiki/File:Xylocarpus_granatum_185477727.jpg
