filename,true_species,declared,declared_correct,consistent,offered_species,fabricated,legible,true_health,pred_health,true_cutting,pred_cutting,true_pests,pred_pests,confidence,self_confidence,samples,marker_code,marker_read,marker_correct,same_location_true,same_location_pred,unparseable,failed,reasoning
Rhizophora_mucronata_32.jpg,Rhizophora mucronata,Rhizophora mucronata,1,yes,,0,1,,healthy,,0,,0,1.0,1.0,3,,,,,,0,0,"The image shows a dense cluster of mangrove seedlings, all of which appear to be healthy and thriving. The leaves are a vibrant green, and there is no visible evidence of cutting, pests, or stress."
Rhizophora_mucronata_33.jpg,Rhizophora mucronata,Xylocarpus granatum,0,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,"The image is clear and well-lit, showing a cluster of yellow flowers on the stem of a mangrove tree. The flowers are consistent with Xylocarpus granatum, and there is no visible damage or signs of cutting."
Rhizophora_mucronata_34.jpg,Rhizophora mucronata,Rhizophora mucronata,1,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,The image is clear and shows a healthy mangrove with no signs of cutting or pests. The leaves and flowers are consistent with Rhizophora mucronata.
Rhizophora_mucronata_35.jpg,Rhizophora mucronata,Ceriops tagal,0,yes,,0,1,,healthy,,0,,0,0.667,0.0,3,,,,,,0,0,"The image is clear and well-lit, showing a healthy mangrove tree with no signs of cutting or pest damage. The species appears consistent with Ceriops tagal. (2 of 3 samples agreed.)"
Rhizophora_mucronata_36.jpg,Rhizophora mucronata,Rhizophora mucronata,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image is clear and well-lit, showing healthy mangrove seedlings with no signs of cutting or pest damage. The species appears consistent with Rhizophora mucronata, but there are no visible seedlings in the image."
Sonneratia_alba_37.jpg,Sonneratia alba,Sonneratia alba,1,,,0,,,,,,,,,,,,,,,,1,0,
Sonneratia_alba_38.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image shows a healthy-looking plant with large, flat leaves and a prominent flower. The flower has long, thin white stamens and a yellow center, which is consistent with the declared species Sonneratia alba."
Sonneratia_alba_39.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image is sharp and well-lit, showing a group of young mangroves with large leaves and no visible signs of cutting, pests, or damage. The overall health of the seedlings appears healthy, and the species appears consistent with the declared species, Sonneratia alba."
Sonneratia_alba_40.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image is clear and shows healthy young mangrove trees with no visible signs of cutting or pests. The leaves appear to be consistent with Sonneratia alba, but it's difficult to confirm without more information or a closer look."
Sonneratia_alba_41.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image shows a mangrove forest with a variety of species, but the declared species, Sonneratia alba, is visible. The seedlings appear to be healthy and there is no evidence of cutting or pest damage."
Sonneratia_alba_42.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image shows a clear and healthy mangrove forest with no signs of cutting or pests. The leaves and flowers are consistent with Sonneratia alba, and there are no other species visible in the image."
Sonneratia_alba_43.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image is sharp and well-lit, allowing for clear identification of the plant species. The seedlings appear healthy, with no visible signs of damage or pests. The image is consistent with the declared species, Sonneratia alba."
Sonneratia_alba_44.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image is clear and shows healthy seedlings that are consistent with the declared species, Sonneratia alba."
Sonneratia_alba_45.jpg,Sonneratia alba,Xylocarpus moluccensis,0,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image is clear and shows healthy seedlings. There is no evidence of cutting, pests, or damage. The species appears consistent with the declared species, Xylocarpus moluccensis."
Sonneratia_alba_46.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,"The image is sharp and well-lit, showing healthy seedlings that are consistent with Sonneratia alba."
Sonneratia_alba_47.jpg,Sonneratia alba,Sonneratia alba,1,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image is sharp and well-lit, showing a healthy mangrove seedling with no signs of cutting or pest damage. The overall condition of the seedling appears to be healthy, and the image is consistent with the declared species, Sonneratia alba."
Sonneratia_alba_48.jpg,Sonneratia alba,Ceriops tagal,0,yes,,0,1,,healthy,,0,,0,1.0,0.0,2,,,,,,0,0,"The image is sharp and well-lit, showing a healthy seedling with no visible cutting or pest damage. The seedling's shape and leaves are consistent with Ceriops tagal."
Xylocarpus_granatum_49.jpg,Xylocarpus granatum,Xylocarpus moluccensis,0,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image shows a pile of cut logs, which could be from a mangrove tree, but there is no clear indication of the species. The logs appear to be cut and not growing, so it's difficult to determine their health. There is no visible evidence of pests or cutting, and the image is clear enough to judge the plants. The declared species, Xylocarpus moluccensis, is consistent with the image, but the logs do not look like seedlings, so there are no seedlings visible."
Xylocarpus_granatum_50.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image shows a mature tree with a large fruit, which is consistent with the declared species Xylocarpus granatum. The tree appears to be healthy with no visible signs of cutting or pests."
Xylocarpus_granatum_51.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,"The image shows a dense thicket of young mangroves, with no visible signs of damage or stress, and no evidence of cutting or pests. The leaves appear to be consistent with Xylocarpus granatum, and there are no other species visible in the image."
Xylocarpus_granatum_52.jpg,Xylocarpus granatum,Avicennia marina,0,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image is clear and well-lit, showing a healthy mangrove seedling with no signs of cutting or pests. The species appears consistent with Avicennia marina, and there are no visible seedlings."
Xylocarpus_granatum_53.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,"The image is clear, and the seedlings appear healthy with no visible signs of cutting or pests. The declared species, Xylocarpus granatum, is consistent with the visible characteristics of the seedlings."
Xylocarpus_granatum_54.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,"The image is well-lit and framed, with no visible signs of damage or cutting. The leaves appear to be healthy and consistent with Xylocarpus granatum."
Xylocarpus_granatum_55.jpg,Xylocarpus granatum,Ceriops tagal,0,yes,,0,1,,healthy,,0,,0,1.0,0.667,3,,,,,,0,0,"The image is clear and well-lit, showing a dense stand of young mangroves with no visible signs of cutting, pests, or unhealthy seedlings. The leaves and trunks appear healthy and consistent with Ceriops tagal."
Xylocarpus_granatum_56.jpg,Xylocarpus granatum,Lumnitzera racemosa,0,yes,,0,1,,healthy,,0,,0,1.0,1.0,3,,,,,,0,0,"The image shows a close-up of mangrove leaves and branches, with no visible signs of cutting, pests, or unhealthy seedlings. The leaves appear healthy and consistent with Lumnitzera racemosa, a species of mangrove known for its distinctive leaves and growth habits."
Xylocarpus_granatum_57.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image is clear enough to assess the plants, and they appear healthy with no signs of cutting or pests. The species appears consistent with Xylocarpus granatum."
Xylocarpus_granatum_58.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.333,3,,,,,,0,0,"The image is sharp and well-lit, showing a healthy mangrove tree with no visible signs of cutting or pests. The leaves and flowers are consistent with Xylocarpus granatum."
Xylocarpus_granatum_59.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image shows a cluster of small, white flowers with five petals, which is consistent with the declared species Xylocarpus granatum. The leaves are dark green and have a glossy appearance, also consistent with Xylocarpus granatum. There are no visible signs of cutting, pests, or damage to the seedlings."
Xylocarpus_granatum_60.jpg,Xylocarpus granatum,Xylocarpus granatum,1,yes,,0,1,,healthy,,0,,0,1.0,0.0,3,,,,,,0,0,"The image is well-lit and framed, allowing for clear identification of the seedlings as Xylocarpus granatum."
