species,observation_id,photo_id,url,licence,attribution,lat,lon,east_africa,split,filename
Rhizophora mucronata,11201748,19265568,https://inaturalist-open-data.s3.amazonaws.com/photos/19265568/medium.jpg,cc-by-sa,"(c) Tony Rebelo, some rights reserved (CC BY-SA)",-31.6946010201,29.4186704,0,train,Rhizophora_mucronata_19265568.jpg
Rhizophora mucronata,11512271,16432919,https://inaturalist-open-data.s3.amazonaws.com/photos/16432919/medium.jpg,cc-by,"(c) Jiro Iguchi, some rights reserved (CC BY)",26.3178247658,57.0964983056,0,train,Rhizophora_mucronata_16432919.jpg
Rhizophora mucronata,12125005,17396838,https://inaturalist-open-data.s3.amazonaws.com/photos/17396838/medium.jpg,cc-by,"(c) Greg III Espera, some rights reserved (CC BY)",6.974375,125.724175,0,test,Rhizophora_mucronata_17396838.jpg
Rhizophora mucronata,19901785,30694279,https://inaturalist-open-data.s3.amazonaws.com/photos/30694279/medium.jpeg,cc-by,"(c) coenobita, some rights reserved (CC BY)",-16.8450815504,145.7441183942,0,train,Rhizophora_mucronata_30694279.jpg
Rhizophora mucronata,19901785,30694245,https://inaturalist-open-data.s3.amazonaws.com/photos/30694245/medium.jpeg,cc-by,"(c) coenobita, some rights reserved (CC BY)",-16.8450815504,145.7441183942,0,train,Rhizophora_mucronata_30694245.jpg
Rhizophora mucronata,19985740,30844513,https://inaturalist-open-data.s3.amazonaws.com/photos/30844513/medium.jpeg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.2757951807,147.0575008039,0,train,Rhizophora_mucronata_30844513.jpg
Rhizophora mucronata,19985740,30844518,https://inaturalist-open-data.s3.amazonaws.com/photos/30844518/medium.jpeg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.2757951807,147.0575008039,0,train,Rhizophora_mucronata_30844518.jpg
Rhizophora mucronata,22745946,35251208,https://inaturalist-open-data.s3.amazonaws.com/photos/35251208/medium.jpeg,cc-by,"(c) yiiwen fang, some rights reserved (CC BY)",23.1824296521,120.0823144207,0,train,Rhizophora_mucronata_35251208.jpg
Rhizophora mucronata,23284155,36077837,https://inaturalist-open-data.s3.amazonaws.com/photos/36077837/medium.jpg,cc-by,"(c) 何瑛姬, some rights reserved (CC BY)",23.1907433705,120.1670869048,0,train,Rhizophora_mucronata_36077837.jpg
Rhizophora mucronata,27199466,42296186,https://inaturalist-open-data.s3.amazonaws.com/photos/42296186/medium.jpeg,cc0,no rights reserved,23.1647591031,120.1320440866,0,train,Rhizophora_mucronata_42296186.jpg
Rhizophora mucronata,27199466,42296189,https://inaturalist-open-data.s3.amazonaws.com/photos/42296189/medium.jpeg,cc0,no rights reserved,23.1647591031,120.1320440866,0,train,Rhizophora_mucronata_42296189.jpg
Rhizophora mucronata,29031273,45289724,https://inaturalist-open-data.s3.amazonaws.com/photos/45289724/medium.jpeg,cc-by,"(c) Terra Occ, some rights reserved (CC BY)",-16.0769001762,145.4708819836,0,train,Rhizophora_mucronata_45289724.jpg
Rhizophora mucronata,29031273,45289787,https://inaturalist-open-data.s3.amazonaws.com/photos/45289787/medium.jpeg,cc-by,"(c) Terra Occ, some rights reserved (CC BY)",-16.0769001762,145.4708819836,0,train,Rhizophora_mucronata_45289787.jpg
Rhizophora mucronata,30580420,47782226,https://inaturalist-open-data.s3.amazonaws.com/photos/47782226/medium.jpeg,cc-by,"(c) Andrew Thornhill, some rights reserved (CC BY)",-12.4092677406,130.8253857989,0,test,Rhizophora_mucronata_47782226.jpg
Rhizophora mucronata,30583745,47788120,https://inaturalist-open-data.s3.amazonaws.com/photos/47788120/medium.jpg,cc-by-sa,"(c) Tony Eales, some rights reserved (CC BY-SA)",-28.1013423718,153.4514204774,0,val,Rhizophora_mucronata_47788120.jpg
Rhizophora mucronata,30741768,48045430,https://inaturalist-open-data.s3.amazonaws.com/photos/48045430/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.2614166667,146.8185283333,0,train,Rhizophora_mucronata_48045430.jpg
Rhizophora mucronata,30741768,48045464,https://inaturalist-open-data.s3.amazonaws.com/photos/48045464/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.2614166667,146.8185283333,0,train,Rhizophora_mucronata_48045464.jpg
Rhizophora mucronata,32255098,50574405,https://inaturalist-open-data.s3.amazonaws.com/photos/50574405/medium.jpeg,cc-by-sa,"(c) Abu Hamas, some rights reserved (CC BY-SA)",-5.5516439717,123.7662582099,0,train,Rhizophora_mucronata_50574405.jpg
Rhizophora mucronata,32255098,50574412,https://inaturalist-open-data.s3.amazonaws.com/photos/50574412/medium.jpeg,cc-by-sa,"(c) Abu Hamas, some rights reserved (CC BY-SA)",-5.5516439717,123.7662582099,0,train,Rhizophora_mucronata_50574412.jpg
Rhizophora mucronata,32330256,50696995,https://inaturalist-open-data.s3.amazonaws.com/photos/50696995/medium.jpeg,cc0,no rights reserved,23.0531089511,120.0025916019,0,train,Rhizophora_mucronata_50696995.jpg
Rhizophora mucronata,32330256,50696974,https://inaturalist-open-data.s3.amazonaws.com/photos/50696974/medium.jpeg,cc0,no rights reserved,23.0531089511,120.0025916019,0,train,Rhizophora_mucronata_50696974.jpg
Rhizophora mucronata,32350248,50728921,https://inaturalist-open-data.s3.amazonaws.com/photos/50728921/medium.jpeg,cc-by-sa,"(c) Manoj Karingamadathil, some rights reserved (CC BY-SA)",12.0170366667,75.222715,0,train,Rhizophora_mucronata_50728921.jpg
Rhizophora mucronata,34221570,53831091,https://inaturalist-open-data.s3.amazonaws.com/photos/53831091/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.0087083333,146.4046466667,0,train,Rhizophora_mucronata_53831091.jpg
Rhizophora mucronata,34221570,53830996,https://inaturalist-open-data.s3.amazonaws.com/photos/53830996/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.0087083333,146.4046466667,0,train,Rhizophora_mucronata_53830996.jpg
Rhizophora mucronata,34895750,54980269,https://inaturalist-open-data.s3.amazonaws.com/photos/54980269/medium.jpg,cc0,no rights reserved,10.2661822,123.997295,0,test,Rhizophora_mucronata_54980269.jpg
Rhizophora mucronata,36083305,56993322,https://inaturalist-open-data.s3.amazonaws.com/photos/56993322/medium.jpg,cc-by,"(c) Lisa Bennett, some rights reserved (CC BY)",-16.6140833333,-151.54207,0,train,Rhizophora_mucronata_56993322.jpg
Rhizophora mucronata,37057070,58682919,https://inaturalist-open-data.s3.amazonaws.com/photos/58682919/medium.jpeg,cc-by,"(c) Tim, some rights reserved (CC BY)",-25.3847187916,153.033843711,0,train,Rhizophora_mucronata_58682919.jpg
Rhizophora mucronata,37057070,58682926,https://inaturalist-open-data.s3.amazonaws.com/photos/58682926/medium.jpeg,cc-by,"(c) Tim, some rights reserved (CC BY)",-25.3847187916,153.033843711,0,train,Rhizophora_mucronata_58682926.jpg
Rhizophora mucronata,37057183,58683164,https://inaturalist-open-data.s3.amazonaws.com/photos/58683164/medium.jpeg,cc-by,"(c) Tim, some rights reserved (CC BY)",-25.3844814301,153.0339813232,0,val,Rhizophora_mucronata_58683164.jpg
Rhizophora mucronata,37057183,58683179,https://inaturalist-open-data.s3.amazonaws.com/photos/58683179/medium.jpeg,cc-by,"(c) Tim, some rights reserved (CC BY)",-25.3844814301,153.0339813232,0,val,Rhizophora_mucronata_58683179.jpg
Rhizophora mucronata,38328622,60900610,https://inaturalist-open-data.s3.amazonaws.com/photos/60900610/medium.jpg,cc-by-sa,"(c) Abu Hamas, some rights reserved (CC BY-SA)",-6.0184367046,107.0045167208,0,train,Rhizophora_mucronata_60900610.jpg
Rhizophora mucronata,38328622,60901079,https://inaturalist-open-data.s3.amazonaws.com/photos/60901079/medium.jpg,cc-by-sa,"(c) Abu Hamas, some rights reserved (CC BY-SA)",-6.0184367046,107.0045167208,0,train,Rhizophora_mucronata_60901079.jpg
Rhizophora mucronata,38329091,60901721,https://inaturalist-open-data.s3.amazonaws.com/photos/60901721/medium.jpg,cc-by-sa,"(c) Abu Hamas, some rights reserved (CC BY-SA)",-6.0314541944,107.0286611944,0,train,Rhizophora_mucronata_60901721.jpg
Rhizophora mucronata,38329091,60901931,https://inaturalist-open-data.s3.amazonaws.com/photos/60901931/medium.jpg,cc-by-sa,"(c) Abu Hamas, some rights reserved (CC BY-SA)",-6.0314541944,107.0286611944,0,train,Rhizophora_mucronata_60901931.jpg
Rhizophora mucronata,38875313,61821483,https://inaturalist-open-data.s3.amazonaws.com/photos/61821483/medium.jpeg,cc-by,"(c) Siddarth Machado, some rights reserved (CC BY)",14.6037801501,74.3135468735,0,train,Rhizophora_mucronata_61821483.jpg
Rhizophora mucronata,38875313,61821488,https://inaturalist-open-data.s3.amazonaws.com/photos/61821488/medium.jpeg,cc-by,"(c) Siddarth Machado, some rights reserved (CC BY)",14.6037801501,74.3135468735,0,train,Rhizophora_mucronata_61821488.jpg
Rhizophora mucronata,39355576,62426796,https://inaturalist-open-data.s3.amazonaws.com/photos/62426796/medium.jpeg,cc-by,"(c) 李芬芳, some rights reserved (CC BY)",23.5356600725,120.1719396733,0,val,Rhizophora_mucronata_62426796.jpg
Rhizophora mucronata,39355576,62426802,https://inaturalist-open-data.s3.amazonaws.com/photos/62426802/medium.jpeg,cc-by,"(c) 李芬芳, some rights reserved (CC BY)",23.5356600725,120.1719396733,0,val,Rhizophora_mucronata_62426802.jpg
Rhizophora mucronata,39486478,62654337,https://inaturalist-open-data.s3.amazonaws.com/photos/62654337/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.27592,147.0575695,0,train,Rhizophora_mucronata_62654337.jpg
Rhizophora mucronata,39486478,62654330,https://inaturalist-open-data.s3.amazonaws.com/photos/62654330/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-19.27592,147.0575695,0,train,Rhizophora_mucronata_62654330.jpg
Rhizophora mucronata,39661242,62930424,https://inaturalist-open-data.s3.amazonaws.com/photos/62930424/medium.jpg,cc-by,"(c) Claude Kolwelter, some rights reserved (CC BY)",-4.6880377205,55.5291132131,0,train,Rhizophora_mucronata_62930424.jpg
Rhizophora mucronata,45465153,72082696,https://inaturalist-open-data.s3.amazonaws.com/photos/72082696/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.0918183333,153.1621283333,0,val,Rhizophora_mucronata_72082696.jpg
Rhizophora mucronata,45465153,72082712,https://inaturalist-open-data.s3.amazonaws.com/photos/72082712/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.0918183333,153.1621283333,0,val,Rhizophora_mucronata_72082712.jpg
Rhizophora mucronata,49838683,79129075,https://inaturalist-open-data.s3.amazonaws.com/photos/79129075/medium.jpg,cc-by-sa,"(c) Douglas Goldman, some rights reserved (CC BY-SA)",1.1262738852,104.0812098161,0,test,Rhizophora_mucronata_79129075.jpg
Rhizophora mucronata,49838683,79167078,https://inaturalist-open-data.s3.amazonaws.com/photos/79167078/medium.jpg,cc-by-sa,"(c) Douglas Goldman, some rights reserved (CC BY-SA)",1.1262738852,104.0812098161,0,test,Rhizophora_mucronata_79167078.jpg
Rhizophora mucronata,52119988,82836111,https://inaturalist-open-data.s3.amazonaws.com/photos/82836111/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-27.42459167,153.16856333,0,train,Rhizophora_mucronata_82836111.jpg
Rhizophora mucronata,52119988,82836101,https://inaturalist-open-data.s3.amazonaws.com/photos/82836101/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-27.42459167,153.16856333,0,train,Rhizophora_mucronata_82836101.jpg
Rhizophora mucronata,53232217,84655798,https://inaturalist-open-data.s3.amazonaws.com/photos/84655798/medium.jpeg,cc-by,"(c) Meng-Chi Hung, some rights reserved (CC BY)",23.1794917797,120.1120006625,0,test,Rhizophora_mucronata_84655798.jpg
Rhizophora mucronata,53233067,84657428,https://inaturalist-open-data.s3.amazonaws.com/photos/84657428/medium.jpeg,cc-by,"(c) Meng-Chi Hung, some rights reserved (CC BY)",23.1905965097,120.1296174073,0,test,Rhizophora_mucronata_84657428.jpg
Rhizophora mucronata,53716020,85435443,https://inaturalist-open-data.s3.amazonaws.com/photos/85435443/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.0925233333,153.1623883333,0,train,Rhizophora_mucronata_85435443.jpg
Rhizophora mucronata,53716020,85435477,https://inaturalist-open-data.s3.amazonaws.com/photos/85435477/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.0925233333,153.1623883333,0,train,Rhizophora_mucronata_85435477.jpg
Rhizophora mucronata,54502979,86727149,https://inaturalist-open-data.s3.amazonaws.com/photos/86727149/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.344285,153.096865,0,train,Rhizophora_mucronata_86727149.jpg
Rhizophora mucronata,54502979,86727165,https://inaturalist-open-data.s3.amazonaws.com/photos/86727165/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.344285,153.096865,0,train,Rhizophora_mucronata_86727165.jpg
Rhizophora mucronata,55780398,88838491,https://inaturalist-open-data.s3.amazonaws.com/photos/88838491/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.0925483333,153.1623166667,0,train,Rhizophora_mucronata_88838491.jpg
Rhizophora mucronata,55780398,88838486,https://inaturalist-open-data.s3.amazonaws.com/photos/88838486/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.0925483333,153.1623166667,0,train,Rhizophora_mucronata_88838486.jpg
Rhizophora mucronata,56301012,89711851,https://inaturalist-open-data.s3.amazonaws.com/photos/89711851/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.29825,153.0594516667,0,train,Rhizophora_mucronata_89711851.jpg
Rhizophora mucronata,56301012,89711812,https://inaturalist-open-data.s3.amazonaws.com/photos/89711812/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.29825,153.0594516667,0,train,Rhizophora_mucronata_89711812.jpg
Rhizophora mucronata,59290513,94721330,https://inaturalist-open-data.s3.amazonaws.com/photos/94721330/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.345145,153.0953283333,0,train,Rhizophora_mucronata_94721330.jpg
Rhizophora mucronata,59290513,94721377,https://inaturalist-open-data.s3.amazonaws.com/photos/94721377/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.345145,153.0953283333,0,train,Rhizophora_mucronata_94721377.jpg
Rhizophora mucronata,62383957,99944823,https://inaturalist-open-data.s3.amazonaws.com/photos/99944823/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.2821816667,153.0585966667,0,train,Rhizophora_mucronata_99944823.jpg
Rhizophora mucronata,62383957,99944929,https://inaturalist-open-data.s3.amazonaws.com/photos/99944929/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.2821816667,153.0585966667,0,train,Rhizophora_mucronata_99944929.jpg
Rhizophora mucronata,65101075,104749948,https://inaturalist-open-data.s3.amazonaws.com/photos/104749948/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-18.27263667,146.03724167,0,test,Rhizophora_mucronata_104749948.jpg
Rhizophora mucronata,65101075,104749589,https://inaturalist-open-data.s3.amazonaws.com/photos/104749589/medium.jpg,cc-by,"(c) elawrey, some rights reserved (CC BY)",-18.27263667,146.03724167,0,test,Rhizophora_mucronata_104749589.jpg
Rhizophora mucronata,65168207,104850386,https://inaturalist-open-data.s3.amazonaws.com/photos/104850386/medium.jpeg,cc-by,"(c) Yves Bas, some rights reserved (CC BY)",-24.1719584478,151.8689689235,0,train,Rhizophora_mucronata_104850386.jpg
Rhizophora mucronata,65168207,104850400,https://inaturalist-open-data.s3.amazonaws.com/photos/104850400/medium.jpeg,cc-by,"(c) Yves Bas, some rights reserved (CC BY)",-24.1719584478,151.8689689235,0,train,Rhizophora_mucronata_104850400.jpg
Rhizophora mucronata,65168348,104851307,https://inaturalist-open-data.s3.amazonaws.com/photos/104851307/medium.jpeg,cc-by,"(c) Yves Bas, some rights reserved (CC BY)",-24.1725848871,151.8727883892,0,test,Rhizophora_mucronata_104851307.jpg
Rhizophora mucronata,66944726,108039944,https://inaturalist-open-data.s3.amazonaws.com/photos/108039944/medium.jpeg,cc-by,"(c) Louis Backstrom, some rights reserved (CC BY)",-25.95892083,153.00836425,0,train,Rhizophora_mucronata_108039944.jpg
Rhizophora mucronata,68260359,110482845,https://inaturalist-open-data.s3.amazonaws.com/photos/110482845/medium.jpg,cc-by,"(c) Tony van Kampen, some rights reserved (CC BY)",-25.6753828478,152.8788722464,0,test,Rhizophora_mucronata_110482845.jpg
Rhizophora mucronata,68260458,110483066,https://inaturalist-open-data.s3.amazonaws.com/photos/110483066/medium.jpg,cc-by,"(c) Tony van Kampen, some rights reserved (CC BY)",-25.6750734232,152.8790439078,0,train,Rhizophora_mucronata_110483066.jpg
Rhizophora mucronata,69126366,112099375,https://inaturalist-open-data.s3.amazonaws.com/photos/112099375/medium.jpg,cc-by,"(c) Joyce Lai, some rights reserved (CC BY)",22.4510644837,120.4095398523,0,train,Rhizophora_mucronata_112099375.jpg
Rhizophora mucronata,69126507,112099630,https://inaturalist-open-data.s3.amazonaws.com/photos/112099630/medium.jpg,cc-by,"(c) Joyce Lai, some rights reserved (CC BY)",22.5435867542,120.5389528693,0,train,Rhizophora_mucronata_112099630.jpg
Rhizophora mucronata,69126599,112099880,https://inaturalist-open-data.s3.amazonaws.com/photos/112099880/medium.jpg,cc-by,"(c) Joyce Lai, some rights reserved (CC BY)",22.5679373364,120.5335057219,0,train,Rhizophora_mucronata_112099880.jpg
Rhizophora mucronata,69488393,112753966,https://inaturalist-open-data.s3.amazonaws.com/photos/112753966/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.4258133333,153.16894,0,train,Rhizophora_mucronata_112753966.jpg
Rhizophora mucronata,69488393,112753941,https://inaturalist-open-data.s3.amazonaws.com/photos/112753941/medium.jpeg,cc-by-sa,"(c) Greg Tasney, some rights reserved (CC BY-SA)",-27.4258133333,153.16894,0,train,Rhizophora_mucronata_112753941.jpg
Rhizophora mucronata,70597141,114800174,https://inaturalist-open-data.s3.amazonaws.com/photos/114800174/medium.jpeg,cc-by,"(c) Tony van Kampen, some rights reserved (CC BY)",-25.3325731348,152.9038390326,0,train,Rhizophora_mucronata_114800174.jpg
Rhizophora mucronata,70597141,114800232,https://inaturalist-open-data.s3.amazonaws.com/photos/114800232/medium.jpeg,cc-by,"(c) Tony van Kampen, some rights reserved (CC BY)",-25.3325731348,152.9038390326,0,train,Rhizophora_mucronata_114800232.jpg
